"name" "comp" "sla" "seedmass" "r" "grass" "legume" "ratio" "weight"
"1" "Alopecurus_pratensis" 1 3.16547504814109 -0.39452516806983 6 1 0 0.0513507201163208 0.02
"2" "Campanula_rotundifolia" 1 3.12236492448736 -2.70306265959117 6.5 0 0 0.0383838705555246 0.02
"3" "Cynosurus_cristatus" 1 3.12236492448736 -0.579818495252942 6.5 1 0 0.104213858420335 0.05
"4" "Daucus_carota" 1 2.92985952940328 0.0889262091944015 6.5 0 0 0.00847967484258454 0
"5" "Festuca_rubra" 1 2.8384934971275 -0.23572233352107 6 1 0 0.0384938331416519 0.02
"6" "Galium_album" 1 3.18179681662678 -0.642454066244427 6 0 0 0.00534979170155362 0
"7" "Geranium_pratense" 1 3.06105173967463 2.10315806829715 8 0 0 0.114209863285008 0.05
"8" "Onobrychis_viciifolia" 1 2.90142159408275 2.98539401746756 8 0 1 0.0838222630412941 0.04
"9" "Phleum_pratense" 1 3.19458313229916 -0.764643182265015 6.5 1 0 0.116397353857812 0.06
"10" "Plantago_media" 1 2.97297528643137 -0.939559358813509 7 0 0 0.025167690087552 0.01
"11" "Primula_veris" 1 2.85933964864844 -0.198450938723838 8 0 0 0.140155122378752 0.07
"12" "Ranunculus_acris" 1 3.11351530921037 0.582215619852664 6.5 0 0 0.0101498134008861 0
"13" "Ranunculus_bulbosus" 1 2.89591193827178 0.802001585472027 7 0 0 0.0196973173663846 0.01
"14" "Saxifraga_granulata" 1 3.42751468997953 -3.55785119170753 5 0 0 0.00609705443530937 0
"15" "Silene_dioica" 1 3.63015069027253 -0.245772669374571 7 0 0 0.0425005736430374 0.02
"16" "Tragopogon_pratensis" 1 2.90142159408275 2.33988087773774 7 0 0 0.0176555879925444 0.01
"17" "Trisetum_flavescens" 1 3.03495298670727 -1.40649706843741 6.5 1 0 0.139544234463859 0.07
"18" "Veronica_chamaedrys" 1 3.41789060460382 -1.53711725085447 6.5 0 0 0.0221536403108461 0.01
"19" "Vicia_cracca" 1 3.22724074119983 2.65955999194178 6.5 0 1 0.0100803300195942 0
"20" "Vicia_sepium" 1 3.62420759075335 3.09072422090956 6 0 1 0.00609740693910399 0
"21" "Achillea_millefolium" 2 2.96913159175681 -1.99143066435712 6.5 0 0 0.0300042543133868 0.01
"22" "Agrostis_capillaris" 2 3.35095616522541 -2.7646205525906 4 1 0 0.0424353010958146 0.02
"23" "Briza_media" 2 3.04927304048202 -0.96969150860127 6.5 1 0 0.0736300920536179 0.04
"24" "Bromus_erectus" 2 2.84112315532657 1.56965704242226 8 1 0 0.176110050488348 0.08
"25" "Campanula_glomerata" 2 3.18635263316264 -2.06356819252355 8 0 0 0.075219032708652 0.04
"26" "Campanula_rotundifolia" 2 3.12236492448736 -2.70306265959117 6.5 0 0 0.0366984780941544 0.02
"27" "Cynosurus_cristatus" 2 3.12236492448736 -0.579818495252942 6.5 1 0 0.0747165873791835 0.04
"28" "Galium_album" 2 3.18179681662678 -0.642454066244427 6 0 0 0.0217081872971374 0.01
"29" "Geranium_pratense" 2 3.06105173967463 2.10315806829715 8 0 0 0.0632251863337855 0.03
"30" "Medicago_lupulina" 2 3.32862668882732 0.611177617692695 8 0 1 0.0482455531006531 0.02
"31" "Plantago_lanceolata" 2 2.94443897916644 0.592774206413158 6.5 0 0 0.0270106007376278 0.01
"32" "Plantago_media" 2 2.97297528643137 -0.939559358813509 7 0 0 0.0318247895777052 0.02
"33" "Poa_angustifolia" 2 2.74406063862524 -1.57407076859681 6.5 1 0 0.0831079689830318 0.04
"34" "Prunella_vulgaris" 2 3.43398720448515 -0.398241263018845 7 0 0 0.0312328660223406 0.01
"35" "Ranunculus_acris" 2 3.11351530921037 0.582215619852664 6.5 0 0 0.0266060989560979 0.01
"36" "Ranunculus_bulbosus" 2 2.89591193827178 0.802001585472027 7 0 0 0.0329310230874473 0.02
"37" "Silene_dioica" 2 3.63015069027253 -0.245772669374571 7 0 0 0.0323233315980956 0.02
"38" "Tragopogon_pratensis" 2 2.90142159408275 2.33988087773774 7 0 0 0.0412161512735668 0.02
"39" "Vicia_cracca" 2 3.22724074119983 2.65955999194178 6.5 0 1 0.0277115102220716 0.01
"40" "Vicia_sepium" 2 3.62420759075335 3.09072422090956 6 0 1 0.0240429366772734 0.01
"41" "Achillea_millefolium" 3 2.96913159175681 -1.99143066435712 6.5 0 0 0.0429548843542256 0.02
"42" "Bromus_erectus" 3 2.84112315532657 1.56965704242226 8 1 0 0.139748326776707 0.07
"43" "Bromus_hordeaceus" 3 3.27676730328398 0.89199803930511 6.5 1 0 0.063281485089663 0.03
"44" "Campanula_glomerata" 3 3.18635263316264 -2.06356819252355 8 0 0 0.0852359760150074 0.04
"45" "Geranium_pratense" 3 3.06105173967463 2.10315806829715 8 0 0 0.0517954547891532 0.02
"46" "Helictotrichon_pubescens" 3 3.14415227867226 0.671617062009582 6.5 1 0 0.0644676640330124 0.03
"47" "Hypochaeris_radicata" 3 3.76872983560167 -0.22314355131421 4 0 0 0.0175804491107521 0.01
"48" "Leontodon_hispidus" 3 3.204543724218 -0.0132878943269354 7 0 0 0.027428759015441 0.01
"49" "Leucanthemum_vulgare" 3 2.88981604796244 -0.883823541736654 6.5 0 0 0.0310406218330548 0.01
"50" "Luzula_campestris" 3 3.18655922339166 -0.367822562683654 3 0 0 0.0143931588032274 0.01
"51" "Medicago_lupulina" 3 3.32862668882732 0.611177617692695 8 0 1 0.0358336016846762 0.02
"52" "Onobrychis_viciifolia" 3 2.90142159408275 2.98539401746756 8 0 1 0.0448724061486743 0.02
"53" "Phleum_pratense" 3 3.19458313229916 -0.764643182265015 6.5 1 0 0.0742331659806437 0.04
"54" "Plantago_lanceolata" 3 2.94443897916644 0.592774206413158 6.5 0 0 0.0262595028521975 0.01
"55" "Poa_angustifolia" 3 2.74406063862524 -1.57407076859681 6.5 1 0 0.108269358119973 0.05
"56" "Primula_veris" 3 2.85933964864844 -0.198450938723838 8 0 0 0.0562730804495592 0.03
"57" "Ranunculus_bulbosus" 3 2.89591193827178 0.802001585472027 7 0 0 0.0307425117128482 0.01
"58" "Saxifraga_granulata" 3 3.42751468997953 -3.55785119170753 5 0 0 0.0394487650101466 0.02
"59" "Silene_dioica" 3 3.63015069027253 -0.245772669374571 7 0 0 0.0268468360543869 0.01
"60" "Vicia_sepium" 3 3.62420759075335 3.09072422090956 6 0 1 0.0192939921666495 0.01
"61" "Achillea_millefolium" 4 2.96913159175681 -1.99143066435712 6.5 0 0 0.00271458350932935 0
"62" "Alopecurus_pratensis" 4 3.16547504814109 -0.39452516806983 6 1 0 0.0276843510830394 0.01
"63" "Campanula_glomerata" 4 3.18635263316264 -2.06356819252355 8 0 0 0.183453677153348 0.09
"64" "Crepis_biennis" 4 3.39785848039664 0.208314137068208 6 0 0 0.00369604130769139 0
"65" "Daucus_carota" 4 2.92985952940328 0.0889262091944015 6.5 0 0 0.013689938589906 0.01
"66" "Festuca_rubra" 4 2.8384934971275 -0.23572233352107 6 1 0 0.0337221645468388 0.02
"67" "Helictotrichon_pubescens" 4 3.14415227867226 0.671617062009582 6.5 1 0 0.279764847653234 0.13
"68" "Hypochaeris_radicata" 4 3.76872983560167 -0.22314355131421 4 0 0 1.28404765742608e-05 0
"69" "Leontodon_hispidus" 4 3.204543724218 -0.0132878943269354 7 0 0 0.051412633306895 0.02
"70" "Medicago_lupulina" 4 3.32862668882732 0.611177617692695 8 0 1 0.00659740486329785 0
"71" "Onobrychis_viciifolia" 4 2.90142159408275 2.98539401746756 8 0 1 0.0926042778615612 0.04
"72" "Plantago_lanceolata" 4 2.94443897916644 0.592774206413158 6.5 0 0 0.0229723675591441 0.01
"73" "Poa_angustifolia" 4 2.74406063862524 -1.57407076859681 6.5 1 0 0.0536849273667978 0.03
"74" "Prunella_vulgaris" 4 3.43398720448515 -0.398241263018845 7 0 0 0.0353915409727425 0.02
"75" "Ranunculus_bulbosus" 4 2.89591193827178 0.802001585472027 7 0 0 0.130423705649661 0.06
"76" "Saxifraga_granulata" 4 3.42751468997953 -3.55785119170753 5 0 0 9.06674782470013e-06 0
"77" "Silene_flos-cuculi" 4 3.2188758248682 -1.66073120682165 6.5 0 0 0.00344350553485894 0
"78" "Thymus_pulegioides" 4 3.27940632460823 -1.89711998488588 6.5 0 0 0.00278009919202437 0
"79" "Trisetum_flavescens" 4 3.03495298670727 -1.40649706843741 6.5 1 0 0.0551437093500897 0.03
"80" "Vicia_cracca" 4 3.22724074119983 2.65955999194178 6.5 0 1 0.000798317275141014 0
"81" "Achillea_millefolium" 5 2.96913159175681 -1.99143066435712 6.5 0 0 0.0331708237283602 0.02
"82" "Bromus_erectus" 5 2.84112315532657 1.56965704242226 8 1 0 0.163469082695853 0.08
"83" "Bromus_hordeaceus" 5 3.27676730328398 0.89199803930511 6.5 1 0 0.0767150581557444 0.04
"84" "Campanula_patula" 5 3.55220025519868 -3.68887945411394 7 0 0 0.0650787272828573 0.03
"85" "Campanula_rotundifolia" 5 3.12236492448736 -2.70306265959117 6.5 0 0 0.0399539361197655 0.02
"86" "Crepis_biennis" 5 3.39785848039664 0.208314137068208 6 0 0 0.0248511011976953 0.01
"87" "Cynosurus_cristatus" 5 3.12236492448736 -0.579818495252942 6.5 1 0 0.0708389539537741 0.03
"88" "Daucus_carota" 5 2.92985952940328 0.0889262091944015 6.5 0 0 0.0249208986147253 0.01
"89" "Festuca_rubra" 5 2.8384934971275 -0.23572233352107 6 1 0 0.0576900381184102 0.03
"90" "Leucanthemum_vulgare" 5 2.88981604796244 -0.883823541736654 6.5 0 0 0.026235963543866 0.01
"91" "Medicago_lupulina" 5 3.32862668882732 0.611177617692695 8 0 1 0.0381394892262243 0.02
"92" "Onobrychis_viciifolia" 5 2.90142159408275 2.98539401746756 8 0 1 0.0418359293983396 0.02
"93" "Plantago_lanceolata" 5 2.94443897916644 0.592774206413158 6.5 0 0 0.0258770688980163 0.01
"94" "Primula_veris" 5 2.85933964864844 -0.198450938723838 8 0 0 0.0647109208793608 0.03
"95" "Prunella_vulgaris" 5 3.43398720448515 -0.398241263018845 7 0 0 0.0365346281754348 0.02
"96" "Ranunculus_bulbosus" 5 2.89591193827178 0.802001585472027 7 0 0 0.0322983858096905 0.02
"97" "Silene_flos-cuculi" 5 3.2188758248682 -1.66073120682165 6.5 0 0 0.0321798329262622 0.02
"98" "Tragopogon_pratensis" 5 2.90142159408275 2.33988087773774 7 0 0 0.0441877128239723 0.02
