"name" "comp" "sla" "seedmass" "r" "grass" "legume" "ratio" "weight"
"99" "Trisetum_flavescens" 5 3.03495298670727 -1.40649706843741 6.5 1 0 0.0812868670762123 0.04
"100" "Vicia_sepium" 5 3.62420759075335 3.09072422090956 6 0 1 0.0200245813754363 0.01
"101" "Anthoxanthum_odoratum" 6 3.40219688199524 -0.466011607976198 5 1 0 0.0082484606323295 0
"102" "Bromus_erectus" 6 2.84112315532657 1.56965704242226 8 1 0 0.254812445109708 0.12
"103" "Campanula_patula" 6 3.55220025519868 -3.68887945411394 7 0 0 0.0840171145155704 0.04
"104" "Cardamine_pratensis" 6 2.90142159408275 -0.517514611916787 6.5 0 0 0.071511939288588 0.03
"105" "Festuca_rubra" 6 2.8384934971275 -0.23572233352107 6 1 0 0.10059640080569 0.05
"106" "Helictotrichon_pubescens" 6 3.14415227867226 0.671617062009582 6.5 1 0 0.0299697771564205 0.01
"107" "Hypochaeris_radicata" 6 3.76872983560167 -0.22314355131421 4 0 0 0.000596136673124166 0
"108" "Leontodon_hispidus" 6 3.204543724218 -0.0132878943269354 7 0 0 0.0263791120267788 0.01
"109" "Luzula_campestris" 6 3.18655922339166 -0.367822562683654 3 0 0 0.00226790104515526 0
"110" "Medicago_lupulina" 6 3.32862668882732 0.611177617692695 8 0 1 0.0797839978273641 0.04
"111" "Phleum_pratense" 6 3.19458313229916 -0.764643182265015 6.5 1 0 0.0563729162958487 0.03
"112" "Plantago_lanceolata" 6 2.94443897916644 0.592774206413158 6.5 0 0 0.0333942555010921 0.02
"113" "Ranunculus_bulbosus" 6 2.89591193827178 0.802001585472027 7 0 0 0.0551449209323514 0.03
"114" "Saxifraga_granulata" 6 3.42751468997953 -3.55785119170753 5 0 0 0.0219773523953734 0.01
"115" "Silene_flos-cuculi" 6 3.2188758248682 -1.66073120682165 6.5 0 0 0.0463799794883134 0.02
"116" "Thymus_pulegioides" 6 3.27940632460823 -1.89711998488588 6.5 0 0 0.0439450491540943 0.02
"117" "Tragopogon_pratensis" 6 2.90142159408275 2.33988087773774 7 0 0 0.0435029013870878 0.02
"118" "Veronica_chamaedrys" 6 3.41789060460382 -1.53711725085447 6.5 0 0 0.0208833375924704 0.01
"119" "Vicia_cracca" 6 3.22724074119983 2.65955999194178 6.5 0 1 0.0175124550703928 0.01
"120" "Vicia_sepium" 6 3.62420759075335 3.09072422090956 6 0 1 0.00270354710224239 0
"121" "Anthoxanthum_odoratum" 7 3.40219688199524 -0.466011607976198 5 1 0 0.015013870958196 0.01
"122" "Briza_media" 7 3.04927304048202 -0.96969150860127 6.5 1 0 0.076204115426078 0.04
"123" "Bromus_erectus" 7 2.84112315532657 1.56965704242226 8 1 0 0.217350096752929 0.1
"124" "Campanula_rotundifolia" 7 3.12236492448736 -2.70306265959117 6.5 0 0 0.111439247828875 0.05
"125" "Galium_album" 7 3.18179681662678 -0.642454066244427 6 0 0 0.0151441850865194 0.01
"126" "Helictotrichon_pubescens" 7 3.14415227867226 0.671617062009582 6.5 1 0 0.0455903523011376 0.02
"127" "Hypochaeris_radicata" 7 3.76872983560167 -0.22314355131421 4 0 0 0.00237183711018893 0
"128" "Leontodon_hispidus" 7 3.204543724218 -0.0132878943269354 7 0 0 0.0495860909644358 0.02
"129" "Leucanthemum_vulgare" 7 2.88981604796244 -0.883823541736654 6.5 0 0 0.0243879689425485 0.01
"130" "Luzula_campestris" 7 3.18655922339166 -0.367822562683654 3 0 0 0.000307972020908397 0
"131" "Onobrychis_viciifolia" 7 2.90142159408275 2.98539401746756 8 0 1 0.0765434681523329 0.04
"132" "Plantago_lanceolata" 7 2.94443897916644 0.592774206413158 6.5 0 0 0.0155112182271605 0.01
"133" "Plantago_media" 7 2.97297528643137 -0.939559358813509 7 0 0 0.059354542328597 0.03
"134" "Prunella_vulgaris" 7 3.43398720448515 -0.398241263018845 7 0 0 0.0748241171710036 0.04
"135" "Ranunculus_acris" 7 3.11351530921037 0.582215619852664 6.5 0 0 0.0183844633737747 0.01
"136" "Tragopogon_pratensis" 7 2.90142159408275 2.33988087773774 7 0 0 0.0179238814842772 0.01
"137" "Trisetum_flavescens" 7 3.03495298670727 -1.40649706843741 6.5 1 0 0.09584156456165 0.05
"138" "Veronica_chamaedrys" 7 3.41789060460382 -1.53711725085447 6.5 0 0 0.0607644754617223 0.03
"139" "Vicia_cracca" 7 3.22724074119983 2.65955999194178 6.5 0 1 0.0142879928422986 0.01
"140" "Vicia_sepium" 7 3.62420759075335 3.09072422090956 6 0 1 0.00916853900536823 0
"141" "Alopecurus_pratensis" 8 3.16547504814109 -0.39452516806983 6 1 0 0.0624775486180776 0.03
"142" "Bromus_erectus" 8 2.84112315532657 1.56965704242226 8 1 0 0.135906928285873 0.07
"143" "Campanula_glomerata" 8 3.18635263316264 -2.06356819252355 8 0 0 0.0855611471058033 0.04
"144" "Cardamine_pratensis" 8 2.90142159408275 -0.517514611916787 6.5 0 0 0.0300787981137439 0.01
"145" "Crepis_biennis" 8 3.39785848039664 0.208314137068208 6 0 0 0.0218052391223077 0.01
"146" "Geranium_pratense" 8 3.06105173967463 2.10315806829715 8 0 0 0.0462986786243931 0.02
"147" "Helictotrichon_pubescens" 8 3.14415227867226 0.671617062009582 6.5 1 0 0.0672567926037726 0.03
"148" "Leucanthemum_vulgare" 8 2.88981604796244 -0.883823541736654 6.5 0 0 0.0318811789180177 0.02
"149" "Luzula_campestris" 8 3.18655922339166 -0.367822562683654 3 0 0 0.0152915634533915 0.01
"150" "Medicago_lupulina" 8 3.32862668882732 0.611177617692695 8 0 1 0.0521795784246802 0.03
"151" "Phleum_pratense" 8 3.19458313229916 -0.764643182265015 6.5 1 0 0.0701130795462916 0.03
"152" "Poa_angustifolia" 8 2.74406063862524 -1.57407076859681 6.5 1 0 0.114245650945979 0.05
"153" "Primula_veris" 8 2.85933964864844 -0.198450938723838 8 0 0 0.06288725491638 0.03
"154" "Prunella_vulgaris" 8 3.43398720448515 -0.398241263018845 7 0 0 0.0272898851009596 0.01
"155" "Ranunculus_acris" 8 3.11351530921037 0.582215619852664 6.5 0 0 0.0260933061128603 0.01
"156" "Thymus_pulegioides" 8 3.27940632460823 -1.89711998488588 6.5 0 0 0.0375368168842221 0.02
"157" "Tragopogon_pratensis" 8 2.90142159408275 2.33988087773774 7 0 0 0.0350350657812705 0.02
"158" "Veronica_chamaedrys" 8 3.41789060460382 -1.53711725085447 6.5 0 0 0.0302410658666554 0.01
"159" "Vicia_cracca" 8 3.22724074119983 2.65955999194178 6.5 0 1 0.0283184405357014 0.01
"160" "Vicia_sepium" 8 3.62420759075335 3.09072422090956 6 0 1 0.0195019810396181 0.01
"161" "Achillea_millefolium" 9 2.96913159175681 -1.99143066435712 6.5 0 0 0.0139085903595998 0.01
"162" "Alopecurus_pratensis" 9 3.16547504814109 -0.39452516806983 6 1 0 0.045217338163747 0.02
"163" "Bromus_hordeaceus" 9 3.27676730328398 0.89199803930511 6.5 1 0 0.0799222369624545 0.04
"164" "Campanula_glomerata" 9 3.18635263316264 -2.06356819252355 8 0 0 0.0568561012561831 0.03
"165" "Campanula_patula" 9 3.55220025519868 -3.68887945411394 7 0 0 0.00386740771392032 0
"166" "Campanula_rotundifolia" 9 3.12236492448736 -2.70306265959117 6.5 0 0 0.00869897029216029 0
"167" "Cardamine_pratensis" 9 2.90142159408275 -0.517514611916787 6.5 0 0 0.0156135972630305 0.01
"168" "Cynosurus_cristatus" 9 3.12236492448736 -0.579818495252942 6.5 1 0 0.0882354010576713 0.04
"169" "Galium_album" 9 3.18179681662678 -0.642454066244427 6 0 0 0.00348632730228 0
"170" "Helictotrichon_pubescens" 9 3.14415227867226 0.671617062009582 6.5 1 0 0.111181078183171 0.05
"171" "Leontodon_hispidus" 9 3.204543724218 -0.0132878943269354 7 0 0 0.0112967513823567 0.01
"172" "Leucanthemum_vulgare" 9 2.88981604796244 -0.883823541736654 6.5 0 0 0.0161383555492053 0.01
"173" "Medicago_lupulina" 9 3.32862668882732 0.611177617692695 8 0 1 0.0711102515888148 0.03
"174" "Plantago_media" 9 2.97297528643137 -0.939559358813509 7 0 0 0.0228021830708579 0.01
"175" "Primula_veris" 9 2.85933964864844 -0.198450938723838 8 0 0 0.16663209619513 0.08
"176" "Ranunculus_bulbosus" 9 2.89591193827178 0.802001585472027 7 0 0 0.0430665977690473 0.02
"177" "Tragopogon_pratensis" 9 2.90142159408275 2.33988087773774 7 0 0 0.0876330218462298 0.04
"178" "Trisetum_flavescens" 9 3.03495298670727 -1.40649706843741 6.5 1 0 0.125443945632957 0.06
"179" "Vicia_cracca" 9 3.22724074119983 2.65955999194178 6.5 0 1 0.0251321049744891 0.01
"180" "Vicia_sepium" 9 3.62420759075335 3.09072422090956 6 0 1 0.00375764343669625 0
"181" "Agrostis_capillaris" 10 3.35095616522541 -2.7646205525906 4 1 0 0.0124750498452395 0.01
"182" "Alopecurus_pratensis" 10 3.16547504814109 -0.39452516806983 6 1 0 0.0841258478737302 0.04
"183" "Campanula_glomerata" 10 3.18635263316264 -2.06356819252355 8 0 0 0.100262967974084 0.05
"184" "Campanula_rotundifolia" 10 3.12236492448736 -2.70306265959117 6.5 0 0 0.013596111055323 0.01
"185" "Cardamine_pratensis" 10 2.90142159408275 -0.517514611916787 6.5 0 0 0.0125399869511547 0.01
"186" "Crepis_biennis" 10 3.39785848039664 0.208314137068208 6 0 0 0.0106774790575869 0.01
"187" "Cynosurus_cristatus" 10 3.12236492448736 -0.579818495252942 6.5 1 0 0.131660230324064 0.06
"188" "Geranium_pratense" 10 3.06105173967463 2.10315806829715 8 0 0 0.192704835424233 0.09
"189" "Hypochaeris_radicata" 10 3.76872983560167 -0.22314355131421 4 0 0 0.00166095940126031 0
"190" "Luzula_campestris" 10 3.18655922339166 -0.367822562683654 3 0 0 0.000440769084493625 0
"191" "Onobrychis_viciifolia" 10 2.90142159408275 2.98539401746756 8 0 1 0.077118821100548 0.04
"192" "Plantago_lanceolata" 10 2.94443897916644 0.592774206413158 6.5 0 0 0.0188672484959051 0.01
"193" "Poa_angustifolia" 10 2.74406063862524 -1.57407076859681 6.5 1 0 0.110288307394208 0.05
"194" "Ranunculus_acris" 10 3.11351530921037 0.582215619852664 6.5 0 0 0.0192393823770142 0.01
"195" "Ranunculus_bulbosus" 10 2.89591193827178 0.802001585472027 7 0 0 0.0373144725013444 0.02
"196" "Silene_dioica" 10 3.63015069027253 -0.245772669374571 7 0 0 0.0308230953628824 0.01
"197" "Thymus_pulegioides" 10 3.27940632460823 -1.89711998488588 6.5 0 0 0.0118726923147184 0.01
"198" "Trisetum_flavescens" 10 3.03495298670727 -1.40649706843741 6.5 1 0 0.111450564562758 0.05
"199" "Vicia_cracca" 10 3.22724074119983 2.65955999194178 6.5 0 1 0.0130524942940977 0.01
"200" "Vicia_sepium" 10 3.62420759075335 3.09072422090956 6 0 1 0.00982868460535485 0
"201" "Achillea_millefolium" 11 2.96913159175681 -1.99143066435712 6.5 0 0 0.0330641063785864 0.02
"202" "Agrostis_capillaris" 11 3.35095616522541 -2.7646205525906 4 1 0 0.031737960119214 0.02
"203" "Anthoxanthum_odoratum" 11 3.40219688199524 -0.466011607976198 5 1 0 0.0469373884039646 0.02
"204" "Bromus_erectus" 11 2.84112315532657 1.56965704242226 8 1 0 0.216439981642739 0.1
"205" "Campanula_glomerata" 11 3.18635263316264 -2.06356819252355 8 0 0 0.0671352488822208 0.03
"206" "Campanula_patula" 11 3.55220025519868 -3.68887945411394 7 0 0 0.0366607869571236 0.02
"207" "Cardamine_pratensis" 11 2.90142159408275 -0.517514611916787 6.5 0 0 0.030502383781425 0.01
"208" "Crepis_biennis" 11 3.39785848039664 0.208314137068208 6 0 0 0.0255338218108431 0.01
"209" "Daucus_carota" 11 2.92985952940328 0.0889262091944015 6.5 0 0 0.0323474740529844 0.02
"210" "Festuca_rubra" 11 2.8384934971275 -0.23572233352107 6 1 0 0.0731784036603962 0.04
"211" "Helictotrichon_pubescens" 11 3.14415227867226 0.671617062009582 6.5 1 0 0.0817062661736919 0.04
"212" "Leontodon_hispidus" 11 3.204543724218 -0.0132878943269354 7 0 0 0.0340255513310522 0.02
"213" "Leucanthemum_vulgare" 11 2.88981604796244 -0.883823541736654 6.5 0 0 0.0303302653131541 0.01
"214" "Medicago_lupulina" 11 3.32862668882732 0.611177617692695 8 0 1 0.025494353788839 0.01
"215" "Onobrychis_viciifolia" 11 2.90142159408275 2.98539401746756 8 0 1 0.0506076666128633 0.02
"216" "Primula_veris" 11 2.85933964864844 -0.198450938723838 8 0 0 0.0725739218296247 0.03
"217" "Silene_dioica" 11 3.63015069027253 -0.245772669374571 7 0 0 0.0307743347223171 0.01
"218" "Silene_flos-cuculi" 11 3.2188758248682 -1.66073120682165 6.5 0 0 0.0283455139609398 0.01
"219" "Thymus_pulegioides" 11 3.27940632460823 -1.89711998488588 6.5 0 0 0.0287065909797254 0.01
"220" "Vicia_cracca" 11 3.22724074119983 2.65955999194178 6.5 0 1 0.0238979795982983 0.01
"221" "Alopecurus_pratensis" 12 3.16547504814109 -0.39452516806983 6 1 0 0.0317520038719005 0.02
"222" "Briza_media" 12 3.04927304048202 -0.96969150860127 6.5 1 0 0.158411170374919 0.08
"223" "Bromus_hordeaceus" 12 3.27676730328398 0.89199803930511 6.5 1 0 0.0770394316535429 0.04
"224" "Campanula_glomerata" 12 3.18635263316264 -2.06356819252355 8 0 0 0.177778191960019 0.09
"225" "Cardamine_pratensis" 12 2.90142159408275 -0.517514611916787 6.5 0 0 0.0194948240276841 0.01
"226" "Cynosurus_cristatus" 12 3.12236492448736 -0.579818495252942 6.5 1 0 0.109298015271286 0.05
"227" "Galium_album" 12 3.18179681662678 -0.642454066244427 6 0 0 0.00155024139404023 0
"228" "Hypochaeris_radicata" 12 3.76872983560167 -0.22314355131421 4 0 0 1.27322463704812e-06 0
"229" "Leucanthemum_vulgare" 12 2.88981604796244 -0.883823541736654 6.5 0 0 0.0203842221919258 0.01
"230" "Luzula_campestris" 12 3.18655922339166 -0.367822562683654 3 0 0 2.60200716219722e-06 0
"231" "Medicago_lupulina" 12 3.32862668882732 0.611177617692695 8 0 1 0.00916302711056122 0
"232" "Onobrychis_viciifolia" 12 2.90142159408275 2.98539401746756 8 0 1 0.0908142360718372 0.04
"233" "Phleum_pratense" 12 3.19458313229916 -0.764643182265015 6.5 1 0 0.0734993788283513 0.04
"234" "Plantago_lanceolata" 12 2.94443897916644 0.592774206413158 6.5 0 0 0.0188920425991206 0.01
"235" "Prunella_vulgaris" 12 3.43398720448515 -0.398241263018845 7 0 0 0.00403041811355816 0
"236" "Ranunculus_acris" 12 3.11351530921037 0.582215619852664 6.5 0 0 0.00774217475310306 0
"237" "Ranunculus_bulbosus" 12 2.89591193827178 0.802001585472027 7 0 0 0.0844771850537021 0.04
"238" "Silene_flos-cuculi" 12 3.2188758248682 -1.66073120682165 6.5 0 0 0.00407123101269477 0
"239" "Tragopogon_pratensis" 12 2.90142159408275 2.33988087773774 7 0 0 0.111575593662352 0.05
"240" "Vicia_sepium" 12 3.62420759075335 3.09072422090956 6 0 1 2.27368176015125e-05 0
"241" "Alopecurus_pratensis" 13 3.16547504814109 -0.39452516806983 6 1 0 0.0466534700734166 0.02
"242" "Briza_media" 13 3.04927304048202 -0.96969150860127 6.5 1 0 0.091888302284663 0.04
"243" "Bromus_hordeaceus" 13 3.27676730328398 0.89199803930511 6.5 1 0 0.190395065375444 0.09
"244" "Campanula_rotundifolia" 13 3.12236492448736 -2.70306265959117 6.5 0 0 0.0126800814708042 0.01
"245" "Crepis_biennis" 13 3.39785848039664 0.208314137068208 6 0 0 0.00845164027961638 0
"246" "Festuca_rubra" 13 2.8384934971275 -0.23572233352107 6 1 0 0.0395775574273988 0.02
"247" "Hypochaeris_radicata" 13 3.76872983560167 -0.22314355131421 4 0 0 0.000356693642000874 0
"248" "Leucanthemum_vulgare" 13 2.88981604796244 -0.883823541736654 6.5 0 0 0.010212166529958 0
"249" "Medicago_lupulina" 13 3.32862668882732 0.611177617692695 8 0 1 0.0340279580593278 0.02
"250" "Onobrychis_viciifolia" 13 2.90142159408275 2.98539401746756 8 0 1 0.0634782404628105 0.03
"251" "Plantago_lanceolata" 13 2.94443897916644 0.592774206413158 6.5 0 0 0.0161289096876113 0.01
"252" "Plantago_media" 13 2.97297528643137 -0.939559358813509 7 0 0 0.026735071421984 0.01
"253" "Poa_angustifolia" 13 2.74406063862524 -1.57407076859681 6.5 1 0 0.0814856048390784 0.04
"254" "Primula_veris" 13 2.85933964864844 -0.198450938723838 8 0 0 0.217044110044318 0.1
"255" "Prunella_vulgaris" 13 3.43398720448515 -0.398241263018845 7 0 0 0.0377506723167657 0.02
"256" "Ranunculus_bulbosus" 13 2.89591193827178 0.802001585472027 7 0 0 0.0437621571724795 0.02
"257" "Silene_dioica" 13 3.63015069027253 -0.245772669374571 7 0 0 0.0470611108577566 0.02
"258" "Thymus_pulegioides" 13 3.27940632460823 -1.89711998488588 6.5 0 0 0.0143197740116646 0.01
"259" "Veronica_chamaedrys" 13 3.41789060460382 -1.53711725085447 6.5 0 0 0.0154976125650411 0.01
"260" "Vicia_sepium" 13 3.62420759075335 3.09072422090956 6 0 1 0.00249380147786189 0
