name	plot	weight	weightRatio	presence	no	date	block	position	watering	seedmix	seetDensity	substrate	brickType	brickRatio	acid	grassMass	forbMass	vegCov4	vegCov6	vegCov8	vegCov10	vegCov11	vegCov13	extraspecNo	specPres	specAbs	estRate
Geranium_pratense	B13	0.12	0.254	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Medicago_lupulina	B13	0.02	0.05	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Phleum_pratense	B13	0.05	0.104	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Plantago_lanceolata	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Prunella_vulgaris	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Ranunculus_bulbosus	B13	0	0.001	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Silene_dioica	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Thymus_pulegioides	B13	0	0	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Veronica_chamaedrys	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Vicia_cracca	B13	0	0	1	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Vicia_sepium	B13	0	0	0	33	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Acid	9.4	1.5	13.7	15.7	15.2	21.7	44.8	47.4	1	10	10	0.5
Agrostis_capillaris	B14	0	0.003	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Anthoxanthum_odoratum	B14	0.01	0.02	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Bromus_hordeaceus	B14	0.18	0.37	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Campanula_glomerata	B14	0.11	0.239	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Cardamine_pratensis	B14	0	0.001	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Daucus_carota	B14	0	0.001	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Festuca_rubra	B14	0.02	0.034	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Geranium_pratense	B14	0.03	0.069	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Hypochaeris_radicata	B14	0	0	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Leontodon_hispidus	B14	0	0.007	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Leucanthemum_vulgare	B14	0	0.001	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Medicago_lupulina	B14	0.02	0.043	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Onobrychis_viciifolia	B14	0	0.007	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Plantago_lanceolata	B14	0	0.001	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Plantago_media	B14	0	0.004	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Poa_angustifolia	B14	0.08	0.174	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Prunella_vulgaris	B14	0.01	0.018	1	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Tragopogon_pratensis	B14	0	0.002	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Veronica_chamaedrys	B14	0	0.007	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Vicia_cracca	B14	0	0	0	34	NA	B	c	0.5	Vigorous	4	NA	Clean	30	Control	14.6	0.8	18.3	41.9	29	34.4	59.5	65.4	0	10	10	0.5
Agrostis_capillaris	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Briza_media	B15	0.15	0.309	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Campanula_rotundifolia	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Cardamine_pratensis	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Festuca_rubra	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Galium_album	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Geranium_pratense	B15	0.09	0.192	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Leucanthemum_vulgare	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Medicago_lupulina	B15	0.03	0.059	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Onobrychis_viciifolia	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Plantago_media	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Poa_angustifolia	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Primula_veris	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Prunella_vulgaris	B15	0.09	0.179	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Ranunculus_acris	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Ranunculus_bulbosus	B15	0	0	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Saxifraga_granulata	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Trisetum_flavescens	B15	0.13	0.261	1	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Veronica_chamaedrys	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Vicia_sepium	B15	0	0	0	35	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Acid	2.9	10.5	22.2	34.3	46.8	41.4	71.6	64.6	0	10	10	0.5
Achillea_millefolium	B16	0.01	0.011	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Alopecurus_pratensis	B16	0.04	0.087	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Briza_media	B16	0.04	0.09	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Bromus_erectus	B16	0.09	0.196	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Campanula_glomerata	B16	0.03	0.066	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Campanula_patula	B16	0.04	0.087	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Campanula_rotundifolia	B16	0.01	0.019	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Crepis_biennis	B16	0.01	0.018	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Geranium_pratense	B16	0.02	0.041	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Helictotrichon_pubescens	B16	0.05	0.107	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Leucanthemum_vulgare	B16	0	0.008	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Medicago_lupulina	B16	0.01	0.028	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Onobrychis_viciifolia	B16	0.01	0.013	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Phleum_pratense	B16	0.06	0.119	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Plantago_lanceolata	B16	0	0.008	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Prunella_vulgaris	B16	0.02	0.035	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Saxifraga_granulata	B16	0.01	0.02	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Thymus_pulegioides	B16	0.01	0.022	1	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Tragopogon_pratensis	B16	0.01	0.015	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Vicia_cracca	B16	0	0.01	0	36	NA	B	c	0.5	Vigorous	4	NA	Clean	5	Control	8.8	5.4	17.4	28.6	18.9	20.1	47.6	61.6	0	11	9	0.55
Achillea_millefolium	C01	0.0048	0.002	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Agrostis_capillaris	C01	0.12	0.05	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Centaurea_jacea	C01	0.0048	0.002	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Daucus_carota	C01	0.0024	0.001	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Festuca_rubra	C01	1.08	0.45	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Festuca_trachyphylla	C01	0.7992	0.333	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Galium_verum	C01	0.0024	0.001	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Leontodon_hispidus	C01	0.0024	0.001	0	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Leucanthemum_vulgare	C01	0.0072	0.003	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Lolium_perenne	C01	0.12	0.05	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Lotus_corniculatus	C01	0.0048	0.002	0	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Medicago_lupulina	C01	0.0024	0.001	0	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Pimpinella_saxifraga	C01	0.0024	0.001	0	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Plantago_lanceolata	C01	0.0024	0.001	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Poa_pratensis	C01	0.24	0.1	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Sanguisorba_minor	C01	0.0024	0.001	1	41	NA	C	o	3	Standard	20	NA	Clean	30	Acid	34.1	6.8	74.6	70.5	78.7	76.9	89	75	2	12	4	0.75
Achillea_millefolium	C02	0.0048	0.002	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Agrostis_capillaris	C02	0.12	0.05	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Centaurea_jacea	C02	0.0048	0.002	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Daucus_carota	C02	0.0024	0.001	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Festuca_rubra	C02	1.08	0.45	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Festuca_trachyphylla	C02	0.7992	0.333	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Galium_verum	C02	0.0024	0.001	0	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Leontodon_hispidus	C02	0.0024	0.001	0	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Leucanthemum_vulgare	C02	0.0072	0.003	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Lolium_perenne	C02	0.12	0.05	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Lotus_corniculatus	C02	0.0048	0.002	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Medicago_lupulina	C02	0.0024	0.001	0	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Pimpinella_saxifraga	C02	0.0024	0.001	0	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Plantago_lanceolata	C02	0.0024	0.001	0	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Poa_pratensis	C02	0.24	0.1	1	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Sanguisorba_minor	C02	0.0024	0.001	0	42	NA	C	o	3	Standard	20	NA	Clean	30	Control	17	3.6	38.2	35.5	62	66.8	72.3	72.7	2	10	6	0.625
Achillea_millefolium	C03	0.0048	0.002	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Agrostis_capillaris	C03	0.12	0.05	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Centaurea_jacea	C03	0.0048	0.002	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Daucus_carota	C03	0.0024	0.001	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Festuca_rubra	C03	1.08	0.45	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Festuca_trachyphylla	C03	0.7992	0.333	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Galium_verum	C03	0.0024	0.001	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Leontodon_hispidus	C03	0.0024	0.001	0	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Leucanthemum_vulgare	C03	0.0072	0.003	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Lolium_perenne	C03	0.12	0.05	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Lotus_corniculatus	C03	0.0048	0.002	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Medicago_lupulina	C03	0.0024	0.001	0	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Pimpinella_saxifraga	C03	0.0024	0.001	0	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Plantago_lanceolata	C03	0.0024	0.001	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Poa_pratensis	C03	0.24	0.1	1	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Sanguisorba_minor	C03	0.0024	0.001	0	43	NA	C	o	3	Standard	20	NA	Clean	5	Acid	21.4	1.8	36.5	44.4	57.6	71.4	70.7	66.3	0	12	4	0.75
Achillea_millefolium	C04	0.0048	0.002	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Agrostis_capillaris	C04	0.12	0.05	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Centaurea_jacea	C04	0.0048	0.002	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Daucus_carota	C04	0.0024	0.001	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Festuca_rubra	C04	1.08	0.45	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Festuca_trachyphylla	C04	0.7992	0.333	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Galium_verum	C04	0.0024	0.001	0	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Leontodon_hispidus	C04	0.0024	0.001	0	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Leucanthemum_vulgare	C04	0.0072	0.003	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Lolium_perenne	C04	0.12	0.05	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Lotus_corniculatus	C04	0.0048	0.002	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Medicago_lupulina	C04	0.0024	0.001	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Pimpinella_saxifraga	C04	0.0024	0.001	0	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Plantago_lanceolata	C04	0.0024	0.001	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Poa_pratensis	C04	0.24	0.1	1	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Sanguisorba_minor	C04	0.0024	0.001	0	44	NA	C	o	3	Standard	20	NA	Clean	5	Control	19.7	5.6	44.5	57.1	69.2	75.2	81.7	75.9	0	12	4	0.75
Achillea_millefolium	C05	0.02	0.034	1	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Alopecurus_pratensis	C05	0.02	0.037	1	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Campanula_glomerata	C05	0.01	0.025	1	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Campanula_patula	C05	0	0.004	0	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Campanula_rotundifolia	C05	0.01	0.02	0	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Cardamine_pratensis	C05	0.03	0.056	1	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Daucus_carota	C05	0.03	0.066	1	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Geranium_pratense	C05	0.07	0.14	1	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Helictotrichon_pubescens	C05	0.03	0.069	0	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
Luzula_campestris	C05	0.01	0.027	0	45	NA	C	o	3	Robust	4	NA	Clean	30	Acid	2.6	12.5	19.2	45.6	52.1	67.1	72.4	64.3	1	12	8	0.6
