name	plot	weight	weightRatio	presence	no	date	block	position	watering	seedmix	seetDensity	substrate	brickType	brickRatio	acid	grassMass	forbMass	vegCov4	vegCov6	vegCov8	vegCov10	vegCov11	vegCov13	extraspecNo	specPres	specAbs	estRate
Achillea_millefolium	A01	0.0048	0.002	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Agrostis_capillaris	A01	0.12	0.05	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Centaurea_jacea	A01	0.0048	0.002	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Daucus_carota	A01	0.0024	0.001	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Festuca_rubra	A01	1.08	0.45	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Festuca_trachyphylla	A01	0.7992	0.333	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Galium_verum	A01	0.0024	0.001	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Leontodon_hispidus	A01	0.0024	0.001	0	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Leucanthemum_vulgare	A01	0.0072	0.003	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Lolium_perenne	A01	0.12	0.05	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Lotus_corniculatus	A01	0.0048	0.002	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Medicago_lupulina	A01	0.0024	0.001	0	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Pimpinella_saxifraga	A01	0.0024	0.001	0	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Plantago_lanceolata	A01	0.0024	0.001	0	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Poa_pratensis	A01	0.24	0.1	1	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Sanguisorba_minor	A01	0.0024	0.001	0	1	NA	A	o	0.5	Standard	20	NA	Clean	30	Acid	12.1	4.8	35.1	47.8	50.1	67.8	68.4	68.4	0	11	5	0.6875
Achillea_millefolium	A02	0.0048	0.002	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Agrostis_capillaris	A02	0.12	0.05	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Centaurea_jacea	A02	0.0048	0.002	0	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Daucus_carota	A02	0.0024	0.001	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Festuca_rubra	A02	1.08	0.45	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Festuca_trachyphylla	A02	0.7992	0.333	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Galium_verum	A02	0.0024	0.001	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Leontodon_hispidus	A02	0.0024	0.001	0	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Leucanthemum_vulgare	A02	0.0072	0.003	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Lolium_perenne	A02	0.12	0.05	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Lotus_corniculatus	A02	0.0048	0.002	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Medicago_lupulina	A02	0.0024	0.001	0	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Pimpinella_saxifraga	A02	0.0024	0.001	0	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Plantago_lanceolata	A02	0.0024	0.001	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Poa_pratensis	A02	0.24	0.1	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Sanguisorba_minor	A02	0.0024	0.001	1	2	NA	A	o	0.5	Standard	20	NA	Clean	30	Control	10.1	3.5	17.5	43.6	26.3	27.6	53.8	45.6	1	12	4	0.75
Achillea_millefolium	A03	0.0048	0.002	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Agrostis_capillaris	A03	0.12	0.05	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Centaurea_jacea	A03	0.0048	0.002	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Daucus_carota	A03	0.0024	0.001	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Festuca_rubra	A03	1.08	0.45	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Festuca_trachyphylla	A03	0.7992	0.333	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Galium_verum	A03	0.0024	0.001	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Leontodon_hispidus	A03	0.0024	0.001	0	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Leucanthemum_vulgare	A03	0.0072	0.003	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Lolium_perenne	A03	0.12	0.05	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Lotus_corniculatus	A03	0.0048	0.002	0	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Medicago_lupulina	A03	0.0024	0.001	0	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Pimpinella_saxifraga	A03	0.0024	0.001	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Plantago_lanceolata	A03	0.0024	0.001	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Poa_pratensis	A03	0.24	0.1	1	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Sanguisorba_minor	A03	0.0024	0.001	0	3	NA	A	o	0.5	Standard	20	NA	Clean	5	Acid	11	4.1	29.7	41.1	47.1	39.1	63.3	63.2	0	12	4	0.75
Achillea_millefolium	A04	0.0048	0.002	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Agrostis_capillaris	A04	0.12	0.05	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Centaurea_jacea	A04	0.0048	0.002	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Daucus_carota	A04	0.0024	0.001	0	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Festuca_rubra	A04	1.08	0.45	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Festuca_trachyphylla	A04	0.7992	0.333	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Galium_verum	A04	0.0024	0.001	0	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Leontodon_hispidus	A04	0.0024	0.001	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Leucanthemum_vulgare	A04	0.0072	0.003	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Lolium_perenne	A04	0.12	0.05	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Lotus_corniculatus	A04	0.0048	0.002	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Medicago_lupulina	A04	0.0024	0.001	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Pimpinella_saxifraga	A04	0.0024	0.001	0	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Plantago_lanceolata	A04	0.0024	0.001	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Poa_pratensis	A04	0.24	0.1	1	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Sanguisorba_minor	A04	0.0024	0.001	0	4	NA	A	o	0.5	Standard	20	NA	Clean	5	Control	20.3	2.1	23.3	44.9	15.9	40.9	61.6	60.4	0	12	4	0.75
Achillea_millefolium	A05	0.03	0.057	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Alopecurus_pratensis	A05	0.01	0.025	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Bromus_erectus	A05	0.06	0.134	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Campanula_patula	A05	0.02	0.035	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Cardamine_pratensis	A05	0.02	0.05	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Daucus_carota	A05	0.02	0.05	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Festuca_rubra	A05	0.02	0.044	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Helictotrichon_pubescens	A05	0.02	0.034	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Hypochaeris_radicata	A05	0.01	0.011	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Leontodon_hispidus	A05	0.02	0.036	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Luzula_campestris	A05	0.01	0.019	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Onobrychis_viciifolia	A05	0.05	0.101	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Plantago_media	A05	0.03	0.053	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Poa_angustifolia	A05	0.03	0.062	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Primula_veris	A05	0.06	0.116	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Prunella_vulgaris	A05	0.01	0.025	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Ranunculus_bulbosus	A05	0.04	0.075	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Veronica_chamaedrys	A05	0.01	0.024	1	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Vicia_cracca	A05	0.02	0.033	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Vicia_sepium	A05	0.01	0.017	0	5	NA	A	o	0.5	Robust	4	NA	Clean	30	Acid	2.9	11.7	20.6	39.6	51.4	67.3	67.7	59.1	3	12	8	0.6
Achillea_millefolium	A06	0.02	0.047	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Anthoxanthum_odoratum	A06	0.01	0.02	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Briza_media	A06	0.02	0.038	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Campanula_patula	A06	0	0.005	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Cynosurus_cristatus	A06	0.02	0.033	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Festuca_rubra	A06	0.05	0.108	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Galium_album	A06	0.01	0.028	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Geranium_pratense	A06	0.07	0.14	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Leontodon_hispidus	A06	0.02	0.032	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Leucanthemum_vulgare	A06	0.03	0.064	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Medicago_lupulina	A06	0.01	0.012	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Onobrychis_viciifolia	A06	0.05	0.103	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Poa_angustifolia	A06	0.05	0.101	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Primula_veris	A06	0.06	0.125	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Prunella_vulgaris	A06	0.01	0.013	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Ranunculus_acris	A06	0.03	0.062	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Silene_dioica	A06	0	0.007	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Thymus_pulegioides	A06	0.01	0.016	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Veronica_chamaedrys	A06	0	0.01	1	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Vicia_cracca	A06	0.02	0.035	0	6	NA	A	o	0.5	Robust	4	NA	Clean	30	Control	1.9	10	18.1	36.8	39.2	30	55.6	55.5	1	11	9	0.55
Alopecurus_pratensis	A07	0.01	0.028	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Anthoxanthum_odoratum	A07	0	0.001	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Briza_media	A07	0.1	0.215	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Bromus_hordeaceus	A07	0.01	0.015	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Campanula_patula	A07	0	0.002	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Campanula_rotundifolia	A07	0.02	0.04	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Crepis_biennis	A07	0	0	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Geranium_pratense	A07	0.05	0.1	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Leontodon_hispidus	A07	0	0.007	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Leucanthemum_vulgare	A07	0.06	0.121	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Medicago_lupulina	A07	0	0.004	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Onobrychis_viciifolia	A07	0.07	0.146	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Phleum_pratense	A07	0.02	0.041	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Plantago_media	A07	0.05	0.109	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Ranunculus_acris	A07	0	0.008	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Ranunculus_bulbosus	A07	0.08	0.164	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Saxifraga_granulata	A07	0	0	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Silene_dioica	A07	0	0	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Veronica_chamaedrys	A07	0	0.001	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Vicia_sepium	A07	0	0	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Agrostis_capillaris	A08	0	0.008	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Briza_media	A08	0.03	0.064	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Campanula_glomerata	A08	0.03	0.058	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Crepis_biennis	A08	0.01	0.011	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Cynosurus_cristatus	A08	0.02	0.05	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Daucus_carota	A08	0.02	0.048	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Festuca_rubra	A08	0.05	0.109	0	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Helictotrichon_pubescens	A08	0.03	0.068	0	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Luzula_campestris	A08	0	0.007	0	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Medicago_lupulina	A08	0.01	0.014	0	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Onobrychis_viciifolia	A08	0.06	0.117	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Plantago_lanceolata	A08	0.03	0.056	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Plantago_media	A08	0.02	0.05	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Primula_veris	A08	0.08	0.161	0	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Prunella_vulgaris	A08	0.01	0.012	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Ranunculus_acris	A08	0.02	0.033	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Ranunculus_bulbosus	A08	0.05	0.096	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Silene_dioica	A08	0	0.007	0	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Veronica_chamaedrys	A08	0.01	0.012	1	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
Vicia_cracca	A08	0.01	0.019	0	8	NA	A	o	0.5	Robust	4	NA	Clean	5	Control	5.6	10.9	9.4	21.6	22.4	23.5	53.3	57.2	0	13	7	0.65
