name	plot	weight	weightRatio	presence
Achillea_millefolium	X56	0.01	0.01	1
Agrostis_capillaris	X56	0	0.00	1
Briza_media	X56	0.05	0.10	0
Bromus_hordeaceus	X56	0.06	0.12	1
Campanula_glomerata	X56	0.1	0.21	1
Cardamine_pratensis	X56	0.01	0.02	1
Crepis_biennis	X56	0	0.00	1
Festuca_rubra	X56	0.04	0.08	1
Galium_album	X56	0	0.00	0
Helictotrichon_pubescens	X56	0.07	0.15	1
Leucanthemum_vulgare	X56	0.01	0.02	1
Luzula_campestris	X56	0	0.00	0
Medicago_lupulina	X56	0	0.01	1
Onobrychis_viciifolia	X56	0.05	0.09	1
Ranunculus_bulbosus	X56	0.08	0.16	1
Silene_dioica	X56	0	0.01	1
Silene_flos-cuculi	X56	0	0.01	1
Thymus_pulegioides	X56	0	0.00	1
Veronica_chamaedrys	X56	0	0.00	1
Vicia_sepium	X56	0	0.00	0
Achillea_millefolium	X57	0.02	0.03	1
Bromus_erectus	X57	0.07	0.15	1
Campanula_glomerata	X57	0.05	0.10	1
Cardamine_pratensis	X57	0.01	0.02	1
Daucus_carota	X57	0.01	0.02	1
Festuca_rubra	X57	0.03	0.05	1
Galium_album	X57	0.01	0.02	0
Geranium_pratense	X57	0.03	0.06	1
Helictotrichon_pubescens	X57	0.04	0.08	1
Leucanthemum_vulgare	X57	0.01	0.02	1
Luzula_campestris	X57	0.01	0.01	0
Medicago_lupulina	X57	0.02	0.05	1
Onobrychis_viciifolia	X57	0.02	0.03	0
Phleum_pratense	X57	0.04	0.09	1
Poa_angustifolia	X57	0.03	0.07	1
Ranunculus_bulbosus	X57	0.01	0.03	0
Saxifraga_granulata	X57	0.02	0.04	0
Silene_dioica	X57	0.03	0.06	1
Tragopogon_pratensis	X57	0.02	0.03	0
Vicia_cracca	X57	0.01	0.02	0
Achillea_millefolium	X58	0	0.00	1
Agrostis_capillaris	X58	0	0.00	1
Briza_media	X58	0.02	0.04	1
Campanula_glomerata	X58	0	0.00	0
Campanula_rotundifolia	X58	0	0.00	0
Cardamine_pratensis	X58	0	0.00	0
Cynosurus_cristatus	X58	0.11	0.24	1
Galium_album	X58	0	0.00	0
Medicago_lupulina	X58	0.01	0.01	1
Phleum_pratense	X58	0.08	0.17	1
Plantago_lanceolata	X58	0	0.00	0
Poa_angustifolia	X58	0	0.00	1
Primula_veris	X58	0.14	0.29	1
Prunella_vulgaris	X58	0.01	0.01	1
Ranunculus_acris	X58	0.01	0.01	0
Ranunculus_bulbosus	X58	0.06	0.13	0
Saxifraga_granulata	X58	0	0.00	0
Silene_flos-cuculi	X58	0	0.00	0
Vicia_cracca	X58	0.01	0.02	1
Vicia_sepium	X58	0.03	0.07	0
Agrostis_capillaris	X59	0	0.00	1
Alopecurus_pratensis	X59	0.03	0.05	0
Bromus_hordeaceus	X59	0.08	0.17	1
Campanula_rotundifolia	X59	0.01	0.02	1
Cardamine_pratensis	X59	0.01	0.02	1
Crepis_biennis	X59	0	0.01	1
Daucus_carota	X59	0.01	0.02	1
Leucanthemum_vulgare	X59	0.01	0.02	1
Medicago_lupulina	X59	0.01	0.02	1
Onobrychis_viciifolia	X59	0.04	0.07	1
Phleum_pratense	X59	0.05	0.10	1
Plantago_lanceolata	X59	0.01	0.02	1
Primula_veris	X59	0.11	0.23	1
Prunella_vulgaris	X59	0.01	0.03	1
Ranunculus_bulbosus	X59	0.03	0.06	0
Saxifraga_granulata	X59	0	0.00	0
Thymus_pulegioides	X59	0.01	0.02	1
Trisetum_flavescens	X59	0.06	0.12	1
Veronica_chamaedrys	X59	0.01	0.01	1
Vicia_sepium	X59	0	0.00	0
Achillea_millefolium	X60	0.02	0.03	1
Agrostis_capillaris	X60	0.02	0.03	1
Bromus_erectus	X60	0.1	0.20	1
Daucus_carota	X60	0.01	0.02	1
Festuca_rubra	X60	0.02	0.03	1
Helictotrichon_pubescens	X60	0.04	0.08	0
Leontodon_hispidus	X60	0.02	0.05	1
Leucanthemum_vulgare	X60	0.01	0.02	1
Luzula_campestris	X60	0	0.00	0
Medicago_lupulina	X60	0.03	0.06	1
Onobrychis_viciifolia	X60	0.01	0.03	0
Phleum_pratense	X60	0.05	0.10	1
Plantago_media	X60	0.02	0.04	1
Primula_veris	X60	0.04	0.08	1
Ranunculus_acris	X60	0.01	0.03	1
Ranunculus_bulbosus	X60	0.01	0.03	1
Silene_flos-cuculi	X60	0.02	0.04	1
Thymus_pulegioides	X60	0.03	0.05	1
Veronica_chamaedrys	X60	0.03	0.06	1
Vicia_cracca	X60	0.01	0.01	0
Briza_media	X61	0.05	0.11	1
Bromus_erectus	X61	0.09	0.19	1
Bromus_hordeaceus	X61	0.01	0.03	1
Campanula_glomerata	X61	0.03	0.05	1
Campanula_rotundifolia	X61	0.04	0.09	1
Cardamine_pratensis	X61	0.05	0.10	1
Crepis_biennis	X61	0	0.01	1
Cynosurus_cristatus	X61	0.03	0.07	1
Galium_album	X61	0.01	0.03	0
Geranium_pratense	X61	0.01	0.03	1
Leontodon_hispidus	X61	0.01	0.02	1
Medicago_lupulina	X61	0.02	0.05	1
Phleum_pratense	X61	0.02	0.05	1
Prunella_vulgaris	X61	0	0.01	0
Silene_dioica	X61	0	0.00	1
Silene_flos-cuculi	X61	0.01	0.03	1
Thymus_pulegioides	X61	0.01	0.02	1
Tragopogon_pratensis	X61	0.03	0.06	1
Vicia_cracca	X61	0.02	0.05	1
Vicia_sepium	X61	0	0.01	0
Achillea_millefolium	X62	0.02	0.03	1
Agrostis_capillaris	X62	0.01	0.02	1
Alopecurus_pratensis	X62	0.03	0.06	1
Anthoxanthum_odoratum	X62	0.02	0.04	1
Bromus_erectus	X62	0.13	0.26	1
Campanula_glomerata	X62	0.04	0.08	1
Campanula_rotundifolia	X62	0.02	0.04	1
Cardamine_pratensis	X62	0.02	0.04	0
Galium_album	X62	0.01	0.02	1
Leontodon_hispidus	X62	0.02	0.04	1
Leucanthemum_vulgare	X62	0.02	0.03	1
Onobrychis_viciifolia	X62	0.03	0.06	1
Plantago_media	X62	0.02	0.04	1
Prunella_vulgaris	X62	0.02	0.03	1
Ranunculus_acris	X62	0.02	0.04	0
Saxifraga_granulata	X62	0.01	0.02	0
Silene_dioica	X62	0.01	0.03	1
Trisetum_flavescens	X62	0.03	0.07	1
Vicia_cracca	X62	0.01	0.02	0
Vicia_sepium	X62	0.01	0.02	0
Agrostis_capillaris	X63	0	0.00	1
Alopecurus_pratensis	X63	0.03	0.06	1
Campanula_patula	X63	0.03	0.06	1
Campanula_rotundifolia	X63	0.01	0.02	1
Daucus_carota	X63	0	0.01	0
Festuca_rubra	X63	0.03	0.06	1
Galium_album	X63	0	0.00	0
Helictotrichon_pubescens	X63	0.08	0.17	1
Hypochaeris_radicata	X63	0	0.00	0
Leucanthemum_vulgare	X63	0	0.01	1
Luzula_campestris	X63	0	0.00	0
Medicago_lupulina	X63	0.02	0.03	1
Onobrychis_viciifolia	X63	0.03	0.06	1
Phleum_pratense	X63	0.07	0.15	1
Plantago_lanceolata	X63	0.01	0.01	1
Primula_veris	X63	0.11	0.23	1
Prunella_vulgaris	X63	0.01	0.03	0
Silene_flos-cuculi	X63	0.01	0.01	0
Tragopogon_pratensis	X63	0.03	0.07	1
Vicia_cracca	X63	0	0.00	0
Achillea_millefolium	X64	0.02	0.04	1
Alopecurus_pratensis	X64	0.03	0.06	1
Anthoxanthum_odoratum	X64	0.01	0.02	0
Crepis_biennis	X64	0	0.01	1
Cynosurus_cristatus	X64	0.05	0.10	1
Galium_album	X64	0	0.01	0
Geranium_pratense	X64	0.04	0.09	1
Leontodon_hispidus	X64	0.01	0.02	1
Onobrychis_viciifolia	X64	0.04	0.09	1
Phleum_pratense	X64	0.05	0.10	1
Primula_veris	X64	0.08	0.17	1
Prunella_vulgaris	X64	0.01	0.02	1
Ranunculus_acris	X64	0.01	0.01	1
Ranunculus_bulbosus	X64	0.01	0.03	1
Silene_dioica	X64	0.01	0.02	1
Tragopogon_pratensis	X64	0.01	0.02	1
Trisetum_flavescens	X64	0.08	0.17	1
Veronica_chamaedrys	X64	0.01	0.02	1
Vicia_cracca	X64	0	0.01	0
Vicia_sepium	X64	0	0.00	0
Achillea_millefolium	X65	0.03	0.07	1
Agrostis_capillaris	X65	0.01	0.03	1
Briza_media	X65	0.04	0.09	1
Bromus_erectus	X65	0.11	0.22	1
Bromus_hordeaceus	X65	0.02	0.04	1
Campanula_patula	X65	0.02	0.04	1
Campanula_rotundifolia	X65	0.03	0.06	1
Cardamine_pratensis	X65	0.03	0.06	1
Crepis_biennis	X65	0.01	0.01	1
Cynosurus_cristatus	X65	0.03	0.07	1
Geranium_pratense	X65	0.03	0.07	0
Hypochaeris_radicata	X65	0	0.00	0
Leontodon_hispidus	X65	0.01	0.03	1
Medicago_lupulina	X65	0.01	0.03	1
Onobrychis_viciifolia	X65	0.03	0.07	1
Plantago_lanceolata	X65	0.02	0.05	1
Saxifraga_granulata	X65	0.01	0.02	0
Silene_dioica	X65	0.01	0.01	1
Veronica_chamaedrys	X65	0.01	0.02	1
Vicia_sepium	X65	0	0.01	0
Agrostis_capillaris	X66	0.02	0.03	0
Alopecurus_pratensis	X66	0.02	0.04	0
Bromus_erectus	X66	0.1	0.21	1
Campanula_glomerata	X66	0.06	0.13	1
Campanula_patula	X66	0.03	0.05	1
Crepis_biennis	X66	0.01	0.01	1
Daucus_carota	X66	0.02	0.05	1
Festuca_rubra	X66	0.05	0.11	1
Galium_album	X66	0.01	0.03	0
Hypochaeris_radicata	X66	0	0.00	0
Leontodon_hispidus	X66	0.01	0.03	1
Luzula_campestris	X66	0	0.01	0
Onobrychis_viciifolia	X66	0.04	0.08	0
Phleum_pratense	X66	0.03	0.06	1
Prunella_vulgaris	X66	0.01	0.02	0
Thymus_pulegioides	X66	0.02	0.04	1
Tragopogon_pratensis	X66	0.03	0.06	1
Veronica_chamaedrys	X66	0.01	0.02	1
Vicia_cracca	X66	0.01	0.02	0
Vicia_sepium	X66	0	0.00	0
Agrostis_capillaris	X67	0	0.00	0
Alopecurus_pratensis	X67	0	0.00	0
Anthoxanthum_odoratum	X67	0	0.00	0
Bromus_hordeaceus	X67	0.06	0.13	1
Campanula_rotundifolia	X67	0.02	0.03	1
Cardamine_pratensis	X67	0	0.00	1
Daucus_carota	X67	0	0.00	1
Geranium_pratense	X67	0.07	0.15	1
Leucanthemum_vulgare	X67	0	0.00	0
Onobrychis_viciifolia	X67	0.05	0.10	0
Plantago_media	X67	0	0.00	1
Poa_angustifolia	X67	0.15	0.32	1
Prunella_vulgaris	X67	0.12	0.25	1
Ranunculus_bulbosus	X67	0	0.00	0
Saxifraga_granulata	X67	0	0.00	0
Silene_flos-cuculi	X67	0	0.00	0
Thymus_pulegioides	X67	0.01	0.01	1
Tragopogon_pratensis	X67	0	0.00	0
Vicia_cracca	X67	0	0.00	0
Vicia_sepium	X67	0	0.00	0
Anthoxanthum_odoratum	X68	0.01	0.02	1
Bromus_hordeaceus	X68	0.09	0.19	1
Campanula_glomerata	X68	0.04	0.08	1
Campanula_patula	X68	0	0.01	1
Campanula_rotundifolia	X68	0.01	0.01	1
Cardamine_pratensis	X68	0.01	0.02	1
Cynosurus_cristatus	X68	0.04	0.08	1
Daucus_carota	X68	0.02	0.03	1
Festuca_rubra	X68	0.04	0.09	1
Luzula_campestris	X68	0	0.00	0
Onobrychis_viciifolia	X68	0.04	0.09	1
Primula_veris	X68	0.1	0.21	1
Ranunculus_acris	X68	0.02	0.04	0
Saxifraga_granulata	X68	0	0.00	0
Silene_dioica	X68	0.01	0.02	1
Thymus_pulegioides	X68	0.01	0.01	1
Trisetum_flavescens	X68	0.03	0.07	1
Veronica_chamaedrys	X68	0	0.01	0
Vicia_cracca	X68	0	0.01	0
Vicia_sepium	X68	0	0.00	0
Alopecurus_pratensis	X69	0.01	0.02	1
Briza_media	X69	0.06	0.12	1
Bromus_erectus	X69	0.11	0.23	1
Crepis_biennis	X69	0	0.00	1
Cynosurus_cristatus	X69	0.03	0.06	1
Galium_album	X69	0.01	0.02	0
Geranium_pratense	X69	0.02	0.05	0
Helictotrichon_pubescens	X69	0.01	0.02	1
Hypochaeris_radicata	X69	0	0.00	0
Leontodon_hispidus	X69	0.02	0.03	0
Leucanthemum_vulgare	X69	0.06	0.13	1
Medicago_lupulina	X69	0.03	0.06	1
Onobrychis_viciifolia	X69	0.02	0.04	0
Prunella_vulgaris	X69	0.01	0.02	0
Saxifraga_granulata	X69	0.03	0.05	0
Silene_dioica	X69	0	0.01	0
Silene_flos-cuculi	X69	0.04	0.08	1
Tragopogon_pratensis	X69	0.01	0.02	0
Veronica_chamaedrys	X69	0.02	0.03	1
Vicia_sepium	X69	0	0.00	0
Anthoxanthum_odoratum	X70	0.02	0.04	0
Briza_media	X70	0.04	0.08	1
Bromus_erectus	X70	0.1	0.20	1
Campanula_glomerata	X70	0.03	0.06	1
Campanula_patula	X70	0.01	0.03	1
Campanula_rotundifolia	X70	0.03	0.05	1
Cardamine_pratensis	X70	0.02	0.05	1
Crepis_biennis	X70	0.01	0.02	1
Galium_album	X70	0.01	0.03	1
Helictotrichon_pubescens	X70	0.03	0.07	1
Leucanthemum_vulgare	X70	0.03	0.05	1
Medicago_lupulina	X70	0.01	0.02	1
Onobrychis_viciifolia	X70	0.03	0.06	0
Phleum_pratense	X70	0.03	0.06	1
Prunella_vulgaris	X70	0.01	0.02	1
Ranunculus_acris	X70	0.02	0.03	0
Ranunculus_bulbosus	X70	0.03	0.06	0
Silene_dioica	X70	0.01	0.01	1
Silene_flos-cuculi	X70	0.01	0.03	1
Vicia_cracca	X70	0.01	0.02	1
Agrostis_capillaris	X71	0.04	0.09	1
Anthoxanthum_odoratum	X71	0.01	0.03	1
Bromus_erectus	X71	0.12	0.24	1
Bromus_hordeaceus	X71	0.02	0.04	1
Crepis_biennis	X71	0.002	0.00	0
Galium_album	X71	0.01	0.01	1
Helictotrichon_pubescens	X71	0.03	0.06	1
Leontodon_hispidus	X71	0.01	0.02	1
Leucanthemum_vulgare	X71	0.03	0.06	1
Luzula_campestris	X71	0.002	0.00	0
Medicago_lupulina	X71	0.03	0.07	1
Onobrychis_viciifolia	X71	0.02	0.03	0
Plantago_lanceolata	X71	0.01	0.01	1
Primula_veris	X71	0.07	0.15	1
Ranunculus_bulbosus	X71	0.01	0.02	0
Silene_dioica	X71	0.002	0.01	1
Silene_flos-cuculi	X71	0.03	0.06	1
Thymus_pulegioides	X71	0.03	0.07	1
Veronica_chamaedrys	X71	0.02	0.03	1
Vicia_sepium	X71	0.002	0.00	0
Achillea_millefolium	X72	0.02	0.05	1
Agrostis_capillaris	X72	0.002	0.00	0
Alopecurus_pratensis	X72	0.02	0.04	1
Anthoxanthum_odoratum	X72	0.002	0.00	0
Campanula_patula	X72	0.01	0.03	1
Cardamine_pratensis	X72	0.02	0.03	1
Cynosurus_cristatus	X72	0.07	0.14	1
Geranium_pratense	X72	0.11	0.23	1
Hypochaeris_radicata	X72	0.002	0.00	0
Leontodon_hispidus	X72	0.01	0.02	1
Leucanthemum_vulgare	X72	0.02	0.04	1
Luzula_campestris	X72	0.002	0.00	0
Medicago_lupulina	X72	0.01	0.02	1
Onobrychis_viciifolia	X72	0.04	0.08	0
Plantago_lanceolata	X72	0.01	0.03	1
Prunella_vulgaris	X72	0.002	0.01	0
Silene_dioica	X72	0.002	0.00	1
Silene_flos-cuculi	X72	0.01	0.01	1
Trisetum_flavescens	X72	0.13	0.26	1
Vicia_sepium	X72	0.002	0.00	0
